#        E [H]          <xx>          <yy>          <zz>           <f>
  6.800000E-01  2.339046E+01  2.334570E+01  2.320873E+01  2.331496E+01
  6.805000E-01  2.438006E+01  2.432434E+01  2.417675E+01  2.429372E+01
  6.810000E-01  2.544063E+01  2.537584E+01  2.521945E+01  2.534531E+01
  6.815000E-01  2.655439E+01  2.648283E+01  2.631990E+01  2.645237E+01
  6.820000E-01  2.770319E+01  2.762729E+01  2.746032E+01  2.759693E+01
  6.825000E-01  2.887301E+01  2.879501E+01  2.862635E+01  2.876479E+01
  6.830000E-01  3.005886E+01  2.998037E+01  2.981181E+01  2.995035E+01
  6.835000E-01  3.126852E+01  3.119027E+01  3.102274E+01  3.116051E+01
  6.840000E-01  3.252409E+01  3.244579E+01  3.227916E+01  3.241635E+01
  6.845000E-01  3.386055E+01  3.378106E+01  3.361418E+01  3.375193E+01
  6.850000E-01  3.532222E+01  3.523974E+01  3.507065E+01  3.521087E+01
  6.855000E-01  3.695834E+01  3.687073E+01  3.669694E+01  3.684200E+01
  6.860000E-01  3.881910E+01  3.872409E+01  3.854280E+01  3.869533E+01
  6.865000E-01  4.095283E+01  4.084821E+01  4.065653E+01  4.081919E+01
  6.870000E-01  4.340439E+01  4.328802E+01  4.308303E+01  4.325848E+01
  6.875000E-01  4.621403E+01  4.608390E+01  4.586269E+01  4.605354E+01
  6.880000E-01  4.941611E+01  4.927035E+01  4.903002E+01  4.923883E+01
  6.885000E-01  5.303699E+01  5.287382E+01  5.261151E+01  5.284077E+01
  6.890000E-01  5.709124E+01  5.690902E+01  5.662192E+01  5.687406E+01
  6.895000E-01  6.157575E+01  6.137309E+01  6.105853E+01  6.133579E+01
  6.900000E-01  6.646149E+01  6.623735E+01  6.589297E+01  6.619727E+01
  6.905000E-01  7.168304E+01  7.143694E+01  7.106093E+01  7.139364E+01
  6.910000E-01  7.712709E+01  7.685938E+01  7.645079E+01  7.681242E+01
  6.915000E-01  8.262240E+01  8.233452E+01  8.189373E+01  8.228355E+01
  6.920000E-01  8.793570E+01  8.763045E+01  8.715962E+01  8.757526E+01
  6.925000E-01  9.277903E+01  9.246070E+01  9.196427E+01  9.240133E+01
  6.930000E-01  9.683388E+01  9.650817E+01  9.599315E+01  9.644506E+01
  6.935000E-01  9.979301E+01  9.946675E+01  9.894273E+01  9.940083E+01
  6.940000E-01  1.014139E+02  1.010944E+02  1.005732E+02  1.010271E+02
  6.945000E-01  1.015687E+02  1.012631E+02  1.007581E+02  1.011966E+02
  6.950000E-01  1.002739E+02  9.998853E+01  9.951331E+01  9.992526E+01
  6.955000E-01  9.768707E+01  9.742671E+01  9.699431E+01  9.736936E+01
  6.960000E-01  9.407201E+01  9.384003E+01  9.346180E+01  9.379128E+01
  6.965000E-01  8.974662E+01  8.954493E+01  8.922999E+01  8.950718E+01
  6.970000E-01  8.502991E+01  8.485922E+01  8.461432E+01  8.483448E+01
  6.975000E-01  8.020217E+01  8.006238E+01  7.989203E+01  8.005219E+01
  6.980000E-01  7.548296E+01  7.537350E+01  7.528027E+01  7.537891E+01
  6.985000E-01  7.102479E+01  7.094495E+01  7.092986E+01  7.096653E+01
  6.990000E-01  6.691721E+01  6.686645E+01  6.692925E+01  6.690430E+01
  6.995000E-01  6.319600E+01  6.317421E+01  6.331357E+01  6.322793E+01
  7.000000E-01  5.985397E+01  5.986168E+01  6.007516E+01  5.993027E+01
  7.005000E-01  5.685164E+01  5.689011E+01  5.717405E+01  5.697194E+01
  7.010000E-01  5.412755E+01  5.419870E+01  5.454799E+01  5.429141E+01
  7.015000E-01  5.160838E+01  5.171453E+01  5.212236E+01  5.181509E+01
  7.020000E-01  4.921912E+01  4.936247E+01  4.982029E+01  4.946729E+01
  7.025000E-01  4.689271E+01  4.707464E+01  4.757229E+01  4.717988E+01
  7.030000E-01  4.457823E+01  4.479850E+01  4.532458E+01  4.490044E+01
  7.035000E-01  4.224613E+01  4.250230E+01  4.304480E+01  4.259774E+01
  7.040000E-01  3.988960E+01  4.017680E+01  4.072377E+01  4.026339E+01
  7.045000E-01  3.752164E+01  3.783294E+01  3.837322E+01  3.790927E+01
  7.050000E-01  3.516890E+01  3.549614E+01  3.602002E+01  3.556169E+01
  7.055000E-01  3.286419E+01  3.319900E+01  3.369872E+01  3.325397E+01
  7.060000E-01  3.063962E+01  3.097434E+01  3.144433E+01  3.101943E+01
  7.065000E-01  2.852184E+01  2.885008E+01  2.928691E+01  2.888628E+01
  7.070000E-01  2.652968E+01  2.684654E+01  2.724873E+01  2.687498E+01
  7.075000E-01  2.467387E+01  2.497587E+01  2.534346E+01  2.499773E+01
  7.080000E-01  2.295805E+01  2.324291E+01  2.357710E+01  2.325936E+01
  7.085000E-01  2.138041E+01  2.164677E+01  2.194952E+01  2.165890E+01
  7.090000E-01  1.993529E+01  2.018256E+01  2.045623E+01  2.019136E+01
  7.095000E-01  1.861467E+01  1.884282E+01  1.908997E+01  1.884916E+01
  7.100000E-01  1.740932E+01  1.761877E+01  1.784197E+01  1.762335E+01
  7.105000E-01  1.630955E+01  1.650106E+01  1.670277E+01  1.650446E+01
  7.110000E-01  1.530579E+01  1.548038E+01  1.566287E+01  1.548302E+01
  7.115000E-01  1.438892E+01  1.454775E+01  1.471311E+01  1.454993E+01
  7.120000E-01  1.355042E+01  1.369475E+01  1.384484E+01  1.369667E+01
  7.125000E-01  1.278250E+01  1.291358E+01  1.305008E+01  1.291539E+01
  7.130000E-01  1.207808E+01  1.219714E+01  1.232153E+01  1.219892E+01
  7.135000E-01  1.143079E+01  1.153902E+01  1.165258E+01  1.154080E+01
  7.140000E-01  1.083494E+01  1.093342E+01  1.103732E+01  1.093522E+01
  7.145000E-01  1.028544E+01  1.037518E+01  1.047042E+01  1.037701E+01
  7.150000E-01  9.777768E+00  9.859661E+00  9.947138E+00  9.861523E+00
  7.155000E-01  9.307898E+00  9.382760E+00  9.463259E+00  9.384639E+00
  7.160000E-01  8.872246E+00  8.940803E+00  9.015020E+00  8.942689E+00
  7.165000E-01  8.467624E+00  8.530522E+00  8.599072E+00  8.532406E+00
  7.170000E-01  8.091193E+00  8.149007E+00  8.212434E+00  8.150878E+00
  7.175000E-01  7.740422E+00  7.793662E+00  7.852449E+00  7.795511E+00
  7.180000E-01  7.413052E+00  7.462170E+00  7.516746E+00  7.463989E+00
  7.185000E-01  7.107062E+00  7.152458E+00  7.203207E+00  7.154242E+00
  7.190000E-01  6.820641E+00  6.862672E+00  6.909934E+00  6.864416E+00
  7.195000E-01  6.552167E+00  6.591149E+00  6.635229E+00  6.592848E+00
  7.200000E-01  6.300180E+00  6.336393E+00  6.377565E+00  6.338046E+00
  7.205000E-01  6.063365E+00  6.097060E+00  6.135570E+00  6.098665E+00
  7.210000E-01  5.840539E+00  5.871939E+00  5.908006E+00  5.873494E+00
  7.215000E-01  5.630628E+00  5.659934E+00  5.693757E+00  5.661440E+00
  7.220000E-01  5.432666E+00  5.460055E+00  5.491813E+00  5.461512E+00
  7.225000E-01  5.245772E+00  5.271406E+00  5.301261E+00  5.272813E+00
  7.230000E-01  5.069149E+00  5.093172E+00  5.121270E+00  5.094530E+00
  7.235000E-01  4.902071E+00  4.924612E+00  4.951087E+00  4.925923E+00
  7.240000E-01  4.743877E+00  4.765053E+00  4.790025E+00  4.766318E+00
  7.245000E-01  4.593964E+00  4.613880E+00  4.637459E+00  4.615101E+00
  7.250000E-01  4.451780E+00  4.470532E+00  4.492818E+00  4.471710E+00
  7.255000E-01  4.316821E+00  4.334495E+00  4.355580E+00  4.335632E+00
  7.260000E-01  4.188626E+00  4.205301E+00  4.225268E+00  4.206399E+00
  7.265000E-01  4.066771E+00  4.082519E+00  4.101444E+00  4.083578E+00
  7.270000E-01  3.950868E+00  3.965753E+00  3.983707E+00  3.966776E+00
  7.275000E-01  3.840559E+00  3.854640E+00  3.871687E+00  3.855629E+00
  7.280000E-01  3.735515E+00  3.748847E+00  3.765046E+00  3.749803E+00
  7.285000E-01  3.635436E+00  3.648067E+00  3.663472E+00  3.648992E+00
  7.290000E-01  3.540041E+00  3.552017E+00  3.566679E+00  3.552912E+00
  7.295000E-01  3.449074E+00  3.460437E+00  3.474401E+00  3.461304E+00
  7.300000E-01  3.362299E+00  3.373086E+00  3.386396E+00  3.373927E+00
  7.305000E-01  3.279498E+00  3.289744E+00  3.302439E+00  3.290560E+00
  7.310000E-01  3.200470E+00  3.210206E+00  3.222322E+00  3.211000E+00
  7.315000E-01  3.125029E+00  3.134285E+00  3.145857E+00  3.135057E+00
  7.320000E-01  3.053005E+00  3.061808E+00  3.072867E+00  3.062560E+00
  7.325000E-01  2.984241E+00  2.992615E+00  3.003191E+00  2.993349E+00
  7.330000E-01  2.918592E+00  2.926561E+00  2.936680E+00  2.927277E+00
  7.335000E-01  2.855925E+00  2.863509E+00  2.873197E+00  2.864211E+00
  7.340000E-01  2.796119E+00  2.803338E+00  2.812618E+00  2.804025E+00
  7.345000E-01  2.739061E+00  2.745932E+00  2.754828E+00  2.746607E+00
  7.350000E-01  2.684649E+00  2.691189E+00  2.699720E+00  2.691853E+00
  7.355000E-01  2.632788E+00  2.639012E+00  2.647198E+00  2.639666E+00
  7.360000E-01  2.583390E+00  2.589313E+00  2.597172E+00  2.589958E+00
  7.365000E-01  2.536374E+00  2.542009E+00  2.549558E+00  2.542647E+00
  7.370000E-01  2.491663E+00  2.497022E+00  2.504278E+00  2.497655E+00
  7.375000E-01  2.449184E+00  2.454280E+00  2.461257E+00  2.454907E+00
  7.380000E-01  2.408866E+00  2.413710E+00  2.420425E+00  2.414334E+00
  7.385000E-01  2.370643E+00  2.375245E+00  2.381712E+00  2.375867E+00
  7.390000E-01  2.334453E+00  2.338823E+00  2.345054E+00  2.339443E+00
  7.395000E-01  2.300240E+00  2.304387E+00  2.310395E+00  2.305007E+00
  7.400000E-01  2.267962E+00  2.271893E+00  2.277687E+00  2.272514E+00
  7.405000E-01  2.237592E+00  2.241310E+00  2.246900E+00  2.241934E+00
  7.410000E-01  2.209123E+00  2.212631E+00  2.218023E+00  2.213259E+00
  7.415000E-01  2.182566E+00  2.185864E+00  2.191063E+00  2.186498E+00
  7.420000E-01  2.157955E+00  2.161041E+00  2.166050E+00  2.161682E+00
  7.425000E-01  2.135336E+00  2.138208E+00  2.143030E+00  2.138858E+00
  7.430000E-01  2.114769E+00  2.117424E+00  2.122061E+00  2.118084E+00
  7.435000E-01  2.096323E+00  2.098756E+00  2.103212E+00  2.099430E+00
  7.440000E-01  2.080075E+00  2.082283E+00  2.086562E+00  2.082973E+00
  7.445000E-01  2.066114E+00  2.068092E+00  2.072196E+00  2.068801E+00
  7.450000E-01  2.054537E+00  2.056278E+00  2.060213E+00  2.057009E+00
  7.455000E-01  2.045455E+00  2.046954E+00  2.050723E+00  2.047710E+00
  7.460000E-01  2.038996E+00  2.040244E+00  2.043851E+00  2.041030E+00
  7.465000E-01  2.035306E+00  2.036295E+00  2.039745E+00  2.037116E+00
  7.470000E-01  2.034557E+00  2.035275E+00  2.038571E+00  2.036135E+00
  7.475000E-01  2.036946E+00  2.037380E+00  2.040524E+00  2.038283E+00
  7.480000E-01  2.042700E+00  2.042834E+00  2.045830E+00  2.043788E+00
  7.485000E-01  2.052082E+00  2.051898E+00  2.054748E+00  2.052909E+00
  7.490000E-01  2.065398E+00  2.064874E+00  2.067578E+00  2.065950E+00
  7.495000E-01  2.082997E+00  2.082108E+00  2.084668E+00  2.083258E+00
  7.500000E-01  2.105282E+00  2.103999E+00  2.106414E+00  2.105232E+00
  7.505000E-01  2.132717E+00  2.131007E+00  2.133276E+00  2.132333E+00
  7.510000E-01  2.165833E+00  2.163656E+00  2.165778E+00  2.165089E+00
  7.515000E-01  2.205238E+00  2.202549E+00  2.204522E+00  2.204103E+00
  7.520000E-01  2.251626E+00  2.248375E+00  2.250195E+00  2.250065E+00
  7.525000E-01  2.305787E+00  2.301916E+00  2.303578E+00  2.303760E+00
  7.530000E-01  2.368615E+00  2.364058E+00  2.365557E+00  2.366077E+00
  7.535000E-01  2.441116E+00  2.435798E+00  2.437127E+00  2.438014E+00
  7.540000E-01  2.524408E+00  2.518247E+00  2.519397E+00  2.520684E+00
  7.545000E-01  2.619719E+00  2.612625E+00  2.613587E+00  2.615310E+00
  7.550000E-01  2.728371E+00  2.720247E+00  2.721010E+00  2.723210E+00
  7.555000E-01  2.851745E+00  2.842490E+00  2.843040E+00  2.845758E+00
  7.560000E-01  2.991215E+00  2.980727E+00  2.981051E+00  2.984331E+00
  7.565000E-01  3.148042E+00  3.136229E+00  3.136313E+00  3.140195E+00
  7.570000E-01  3.323212E+00  3.310003E+00  3.309831E+00  3.314349E+00
  7.575000E-01  3.517185E+00  3.502545E+00  3.502102E+00  3.507278E+00
  7.580000E-01  3.729555E+00  3.713513E+00  3.712786E+00  3.718618E+00
  7.585000E-01  3.958597E+00  3.941274E+00  3.940254E+00  3.946709E+00
  7.590000E-01  4.200733E+00  4.182379E+00  4.181064E+00  4.188059E+00
  7.595000E-01  4.449965E+00  4.430994E+00  4.429388E+00  4.436782E+00
  7.600000E-01  4.697429E+00  4.678442E+00  4.676565E+00  4.684146E+00
  7.605000E-01  4.931298E+00  4.913078E+00  4.910964E+00  4.918447E+00
  7.610000E-01  5.137290E+00  5.120757E+00  5.118454E+00  5.125500E+00
  7.615000E-01  5.300020E+00  5.286129E+00  5.283699E+00  5.289949E+00
  7.620000E-01  5.405172E+00  5.394767E+00  5.392284E+00  5.397408E+00
  7.625000E-01  5.442089E+00  5.435749E+00  5.433288E+00  5.437042E+00
  7.630000E-01  5.406016E+00  5.403940E+00  5.401570E+00  5.403842E+00
  7.635000E-01  5.299184E+00  5.301161E+00  5.298939E+00  5.299761E+00
  7.640000E-01  5.130294E+00  5.135767E+00  5.133734E+00  5.133265E+00
  7.645000E-01  4.912613E+00  4.920806E+00  4.918985E+00  4.917468E+00
  7.650000E-01  4.661403E+00  4.671472E+00  4.669872E+00  4.667582E+00
  7.655000E-01  4.391537E+00  4.402691E+00  4.401311E+00  4.398513E+00
  7.660000E-01  4.115822E+00  4.127404E+00  4.126231E+00  4.123153E+00
  7.665000E-01  3.844204E+00  3.855711E+00  3.854732E+00  3.851549E+00
  7.670000E-01  3.583668E+00  3.594756E+00  3.593954E+00  3.590793E+00
  7.675000E-01  3.338598E+00  3.349052E+00  3.348408E+00  3.345353E+00
  7.680000E-01  3.111312E+00  3.121017E+00  3.120514E+00  3.117614E+00
  7.685000E-01  2.902622E+00  2.911535E+00  2.911158E+00  2.908438E+00
  7.690000E-01  2.712320E+00  2.720448E+00  2.720180E+00  2.717650E+00
  7.695000E-01  2.539563E+00  2.546939E+00  2.546769E+00  2.544424E+00
  7.700000E-01  2.383146E+00  2.389823E+00  2.389738E+00  2.387569E+00
  7.705000E-01  2.241703E+00  2.247740E+00  2.247729E+00  2.245724E+00
  7.710000E-01  2.113827E+00  2.119285E+00  2.119339E+00  2.117483E+00
  7.715000E-01  1.998147E+00  2.003086E+00  2.003197E+00  2.001477E+00
  7.720000E-01  1.893380E+00  1.897855E+00  1.898016E+00  1.896417E+00
  7.725000E-01  1.798342E+00  1.802406E+00  1.802609E+00  1.801119E+00
  7.730000E-01  1.711967E+00  1.715664E+00  1.715905E+00  1.714512E+00
  7.735000E-01  1.633295E+00  1.636668E+00  1.636942E+00  1.635635E+00
  7.740000E-01  1.561478E+00  1.564563E+00  1.564865E+00  1.563636E+00
  7.745000E-01  1.495762E+00  1.498592E+00  1.498918E+00  1.497757E+00
  7.750000E-01  1.435483E+00  1.438086E+00  1.438433E+00  1.437334E+00
  7.755000E-01  1.380056E+00  1.382457E+00  1.382823E+00  1.381779E+00
  7.760000E-01  1.328966E+00  1.331188E+00  1.331569E+00  1.330574E+00
  7.765000E-01  1.281762E+00  1.283822E+00  1.284216E+00  1.283267E+00
  7.770000E-01  1.238042E+00  1.239959E+00  1.240365E+00  1.239455E+00
  7.775000E-01  1.197457E+00  1.199245E+00  1.199660E+00  1.198787E+00
  7.780000E-01  1.159697E+00  1.161368E+00  1.161791E+00  1.160952E+00
  7.785000E-01  1.124486E+00  1.126053E+00  1.126483E+00  1.125674E+00
  7.790000E-01  1.091584E+00  1.093057E+00  1.093491E+00  1.092710E+00
  7.795000E-01  1.060774E+00  1.062162E+00  1.062600E+00  1.061845E+00
  7.800000E-01  1.031867E+00  1.033177E+00  1.033618E+00  1.032887E+00
  7.805000E-01  1.004692E+00  1.005932E+00  1.006375E+00  1.005666E+00
  7.810000E-01  9.790984E-01  9.802737E-01  9.807185E-01  9.800302E-01
  7.815000E-01  9.549505E-01  9.560671E-01  9.565125E-01  9.558434E-01
  7.820000E-01  9.321275E-01  9.331904E-01  9.336359E-01  9.329846E-01
  7.825000E-01  9.105210E-01  9.115345E-01  9.119795E-01  9.113450E-01
  7.830000E-01  8.900335E-01  8.910016E-01  8.914456E-01  8.908269E-01
  7.835000E-01  8.705773E-01  8.715035E-01  8.719461E-01  8.713423E-01
  7.840000E-01  8.520732E-01  8.529608E-01  8.534016E-01  8.528119E-01
  7.845000E-01  8.344499E-01  8.353016E-01  8.357403E-01  8.351639E-01
  7.850000E-01  8.176426E-01  8.184611E-01  8.188974E-01  8.183337E-01
  7.855000E-01  8.015926E-01  8.023803E-01  8.028139E-01  8.022622E-01
  7.860000E-01  7.862467E-01  7.870056E-01  7.874363E-01  7.868962E-01
  7.865000E-01  7.715565E-01  7.722885E-01  7.727161E-01  7.721871E-01
  7.870000E-01  7.574776E-01  7.581846E-01  7.586089E-01  7.580904E-01
  7.875000E-01  7.439699E-01  7.446533E-01  7.450742E-01  7.445658E-01
  7.880000E-01  7.309962E-01  7.316576E-01  7.320749E-01  7.315763E-01
  7.885000E-01  7.185230E-01  7.191637E-01  7.195773E-01  7.190880E-01
  7.890000E-01  7.065191E-01  7.071402E-01  7.075500E-01  7.070698E-01
  7.895000E-01  6.949560E-01  6.955588E-01  6.959647E-01  6.954932E-01
  7.900000E-01  6.838076E-01  6.843930E-01  6.847950E-01  6.843319E-01
  7.905000E-01  6.730497E-01  6.736187E-01  6.740166E-01  6.735617E-01
  7.910000E-01  6.626601E-01  6.632134E-01  6.636073E-01  6.631602E-01
  7.915000E-01  6.526180E-01  6.531565E-01  6.535463E-01  6.531069E-01
  7.920000E-01  6.429044E-01  6.434289E-01  6.438146E-01  6.433826E-01
  7.925000E-01  6.335018E-01  6.340128E-01  6.343944E-01  6.339697E-01
  7.930000E-01  6.243936E-01  6.248919E-01  6.252693E-01  6.248516E-01
  7.935000E-01  6.155647E-01  6.160508E-01  6.164240E-01  6.160132E-01
  7.940000E-01  6.070009E-01  6.074754E-01  6.078444E-01  6.074402E-01
  7.945000E-01  5.986891E-01  5.991524E-01  5.995172E-01  5.991195E-01
  7.950000E-01  5.906169E-01  5.910694E-01  5.914301E-01  5.910388E-01
  7.955000E-01  5.827728E-01  5.832151E-01  5.835716E-01  5.831865E-01
  7.960000E-01  5.751462E-01  5.755786E-01  5.759309E-01  5.755519E-01
  7.965000E-01  5.677271E-01  5.681499E-01  5.684981E-01  5.681250E-01
  7.970000E-01  5.605059E-01  5.609196E-01  5.612636E-01  5.608964E-01
  7.975000E-01  5.534739E-01  5.538788E-01  5.542187E-01  5.538572E-01
  7.980000E-01  5.466229E-01  5.470193E-01  5.473551E-01  5.469991E-01
  7.985000E-01  5.399450E-01  5.403332E-01  5.406649E-01  5.403144E-01
  7.990000E-01  5.334329E-01  5.338132E-01  5.341409E-01  5.337957E-01
  7.995000E-01  5.270798E-01  5.274524E-01  5.277762E-01  5.274361E-01
  8.000000E-01  5.208790E-01  5.212444E-01  5.215643E-01  5.212293E-01
  8.005000E-01  5.148246E-01  5.151830E-01  5.154990E-01  5.151689E-01
  8.010000E-01  5.089107E-01  5.092625E-01  5.095747E-01  5.092493E-01
  8.015000E-01  5.031319E-01  5.034773E-01  5.037858E-01  5.034650E-01
  8.020000E-01  4.974829E-01  4.978223E-01  4.981271E-01  4.978108E-01
  8.025000E-01  4.919591E-01  4.922927E-01  4.925939E-01  4.922819E-01
  8.030000E-01  4.865558E-01  4.868838E-01  4.871815E-01  4.868737E-01
  8.035000E-01  4.812686E-01  4.815912E-01  4.818855E-01  4.815817E-01
  8.040000E-01  4.760934E-01  4.764108E-01  4.767017E-01  4.764020E-01
  8.045000E-01  4.710263E-01  4.713387E-01  4.716262E-01  4.713304E-01
  8.050000E-01  4.660636E-01  4.663712E-01  4.666553E-01  4.663634E-01
  8.055000E-01  4.612017E-01  4.615046E-01  4.617854E-01  4.614972E-01
  8.060000E-01  4.564373E-01  4.567355E-01  4.570131E-01  4.567287E-01
  8.065000E-01  4.517671E-01  4.520609E-01  4.523352E-01  4.520544E-01
  8.070000E-01  4.471881E-01  4.474774E-01  4.477486E-01  4.474714E-01
  8.075000E-01  4.426973E-01  4.429824E-01  4.432503E-01  4.429767E-01
  8.080000E-01  4.382920E-01  4.385728E-01  4.388377E-01  4.385675E-01
  8.085000E-01  4.339694E-01  4.342462E-01  4.345079E-01  4.342412E-01
  8.090000E-01  4.297271E-01  4.299998E-01  4.302586E-01  4.299952E-01
  8.095000E-01  4.255626E-01  4.258314E-01  4.260871E-01  4.258270E-01
  8.100000E-01  4.214735E-01  4.217385E-01  4.219912E-01  4.217344E-01
  8.105000E-01  4.174577E-01  4.177189E-01  4.179687E-01  4.177151E-01
  8.110000E-01  4.135130E-01  4.137705E-01  4.140174E-01  4.137670E-01
  8.115000E-01  4.096373E-01  4.098912E-01  4.101352E-01  4.098879E-01
  8.120000E-01  4.058287E-01  4.060792E-01  4.063203E-01  4.060761E-01
  8.125000E-01  4.020854E-01  4.023324E-01  4.025707E-01  4.023295E-01
  8.130000E-01  3.984054E-01  3.986490E-01  3.988846E-01  3.986464E-01
  8.135000E-01  3.947872E-01  3.950275E-01  3.952603E-01  3.950250E-01
  8.140000E-01  3.912289E-01  3.914660E-01  3.916962E-01  3.914637E-01
  8.145000E-01  3.877291E-01  3.879630E-01  3.881905E-01  3.879609E-01
  8.150000E-01  3.842861E-01  3.845169E-01  3.847418E-01  3.845149E-01
  8.155000E-01  3.808985E-01  3.811263E-01  3.813486E-01  3.811245E-01
  8.160000E-01  3.775649E-01  3.777897E-01  3.780095E-01  3.777881E-01
  8.165000E-01  3.742840E-01  3.745058E-01  3.747231E-01  3.745043E-01
  8.170000E-01  3.710542E-01  3.712733E-01  3.714880E-01  3.712718E-01
  8.175000E-01  3.678745E-01  3.680907E-01  3.683031E-01  3.680894E-01
  8.180000E-01  3.647436E-01  3.649571E-01  3.651670E-01  3.649559E-01
  8.185000E-01  3.616602E-01  3.618710E-01  3.620786E-01  3.618699E-01
  8.190000E-01  3.586234E-01  3.588315E-01  3.590367E-01  3.588305E-01
  8.195000E-01  3.556318E-01  3.558373E-01  3.560402E-01  3.558365E-01
  8.200000E-01  3.526845E-01  3.528875E-01  3.530881E-01  3.528867E-01
  8.205000E-01  3.497805E-01  3.499810E-01  3.501793E-01  3.499803E-01
  8.210000E-01  3.469187E-01  3.471168E-01  3.473129E-01  3.471161E-01
  8.215000E-01  3.440983E-01  3.442939E-01  3.444878E-01  3.442933E-01
  8.220000E-01  3.413181E-01  3.415114E-01  3.417032E-01  3.415109E-01
  8.225000E-01  3.385775E-01  3.387684E-01  3.389581E-01  3.387680E-01
  8.230000E-01  3.358754E-01  3.360641E-01  3.362516E-01  3.360637E-01
  8.235000E-01  3.332110E-01  3.333975E-01  3.335830E-01  3.333972E-01
  8.240000E-01  3.305836E-01  3.307679E-01  3.309513E-01  3.307676E-01
  8.245000E-01  3.279923E-01  3.281744E-01  3.283558E-01  3.281742E-01
  8.250000E-01  3.254364E-01  3.256163E-01  3.257958E-01  3.256162E-01
  8.255000E-01  3.229151E-01  3.230929E-01  3.232704E-01  3.230928E-01
  8.260000E-01  3.204276E-01  3.206034E-01  3.207790E-01  3.206034E-01
  8.265000E-01  3.179734E-01  3.181472E-01  3.183208E-01  3.181471E-01
  8.270000E-01  3.155516E-01  3.157235E-01  3.158952E-01  3.157234E-01
  8.275000E-01  3.131617E-01  3.133316E-01  3.135015E-01  3.133316E-01
  8.280000E-01  3.108030E-01  3.109710E-01  3.111391E-01  3.109711E-01
  8.285000E-01  3.084749E-01  3.086410E-01  3.088073E-01  3.086411E-01
  8.290000E-01  3.061768E-01  3.063410E-01  3.065056E-01  3.063411E-01
  8.295000E-01  3.039081E-01  3.040705E-01  3.042332E-01  3.040706E-01
  8.300000E-01  3.016681E-01  3.018287E-01  3.019898E-01  3.018289E-01
  8.305000E-01  2.994564E-01  2.996153E-01  2.997746E-01  2.996155E-01
  8.310000E-01  2.972725E-01  2.974296E-01  2.975873E-01  2.974298E-01
  8.315000E-01  2.951157E-01  2.952711E-01  2.954271E-01  2.952713E-01
  8.320000E-01  2.929856E-01  2.931393E-01  2.932937E-01  2.931395E-01
  8.325000E-01  2.908817E-01  2.910338E-01  2.911865E-01  2.910340E-01
  8.330000E-01  2.888035E-01  2.889539E-01  2.891051E-01  2.889541E-01
  8.335000E-01  2.867504E-01  2.868993E-01  2.870489E-01  2.868995E-01
  8.340000E-01  2.847222E-01  2.848694E-01  2.850175E-01  2.848697E-01
  8.345000E-01  2.827182E-01  2.828639E-01  2.830104E-01  2.828642E-01
  8.350000E-01  2.807381E-01  2.808823E-01  2.810273E-01  2.808826E-01
  8.355000E-01  2.787815E-01  2.789242E-01  2.790677E-01  2.789245E-01
  8.360000E-01  2.768479E-01  2.769891E-01  2.771311E-01  2.769894E-01
  8.365000E-01  2.749369E-01  2.750766E-01  2.752172E-01  2.750769E-01
  8.370000E-01  2.730481E-01  2.731864E-01  2.733256E-01  2.731867E-01
  8.375000E-01  2.711812E-01  2.713181E-01  2.714558E-01  2.713184E-01
  8.380000E-01  2.693357E-01  2.694712E-01  2.696076E-01  2.694715E-01
  8.385000E-01  2.675114E-01  2.676455E-01  2.677804E-01  2.676458E-01
  8.390000E-01  2.657077E-01  2.658405E-01  2.659741E-01  2.658408E-01
  8.395000E-01  2.639245E-01  2.640559E-01  2.641882E-01  2.640562E-01
  8.400000E-01  2.621613E-01  2.622914E-01  2.624223E-01  2.622917E-01
  8.405000E-01  2.604178E-01  2.605466E-01  2.606762E-01  2.605469E-01
  8.410000E-01  2.586937E-01  2.588212E-01  2.589495E-01  2.588215E-01
  8.415000E-01  2.569886E-01  2.571149E-01  2.572420E-01  2.571151E-01
  8.420000E-01  2.553023E-01  2.554273E-01  2.555532E-01  2.554276E-01
  8.425000E-01  2.536345E-01  2.537582E-01  2.538829E-01  2.537585E-01
  8.430000E-01  2.519848E-01  2.521073E-01  2.522307E-01  2.521076E-01
  8.435000E-01  2.503529E-01  2.504743E-01  2.505965E-01  2.504746E-01
  8.440000E-01  2.487387E-01  2.488589E-01  2.489799E-01  2.488591E-01
  8.445000E-01  2.471417E-01  2.472607E-01  2.473806E-01  2.472610E-01
  8.450000E-01  2.455617E-01  2.456796E-01  2.457983E-01  2.456799E-01
  8.455000E-01  2.439986E-01  2.441153E-01  2.442328E-01  2.441156E-01
  8.460000E-01  2.424519E-01  2.425675E-01  2.426839E-01  2.425678E-01
  8.465000E-01  2.409214E-01  2.410360E-01  2.411512E-01  2.410362E-01
  8.470000E-01  2.394069E-01  2.395204E-01  2.396346E-01  2.395207E-01
  8.475000E-01  2.379082E-01  2.380206E-01  2.381337E-01  2.380209E-01
  8.480000E-01  2.364250E-01  2.365364E-01  2.366484E-01  2.365366E-01
  8.485000E-01  2.349571E-01  2.350674E-01  2.351784E-01  2.350676E-01
  8.490000E-01  2.335042E-01  2.336135E-01  2.337234E-01  2.336137E-01
  8.495000E-01  2.320661E-01  2.321744E-01  2.322833E-01  2.321746E-01
